ROTATION,SEASON,STANDINGS,WEEK,HOMEDIV,HOMETEAM,VISDIV,VISTEAM
1,1,1,13,1,3,2,3
1,1,1,13,1,5,1,4
1,1,1,13,1,6,1,8
1,1,1,13,2,2,2,5
1,1,1,13,2,4,2,6
1,1,1,13,2,8,2,7
1,1,1,14,1,1,1,7
1,1,1,14,1,8,1,5
1,1,1,14,2,1,1,3
1,1,1,14,2,4,1,2
1,1,1,14,2,5,2,8
1,1,1,14,2,6,2,3
1,1,1,14,2,7,2,2
1,1,1,15,1,2,1,5
1,1,1,15,1,3,1,4
1,1,1,15,1,6,1,1
1,1,1,15,1,8,2,3
1,1,1,15,2,2,2,4
1,1,1,15,2,6,2,1
1,1,1,15,2,7,2,5
1,1,1,16,1,1,1,6
1,1,1,16,1,4,1,3
1,1,1,16,1,5,1,2
1,1,1,16,1,8,1,7
1,1,1,16,2,1,2,7
1,1,1,16,2,3,2,8
1,1,1,16,2,4,2,5
1,1,1,17,1,2,1,8
1,1,1,17,1,3,1,1
1,1,1,17,1,6,2,6
1,1,1,17,1,7,2,4
1,1,1,17,2,1,2,3
1,1,1,17,2,2,1,4
1,1,1,17,2,7,1,5
1,1,1,17,2,8,2,5
1,1,1,18,1,1,1,5
1,1,1,18,1,4,1,6
1,1,1,18,1,8,1,2
1,1,1,18,2,2,2,6
1,1,1,18,2,4,2,8
1,1,1,18,2,5,1,7
1,1,1,18,2,7,2,3
1,1,1,19,1,3,1,2
1,1,1,19,1,4,1,8
1,1,1,19,1,6,1,5
1,1,1,19,1,7,1,1
1,1,1,19,2,1,2,5
1,1,1,19,2,3,2,7
1,1,1,19,2,6,2,4
1,1,1,19,2,8,2,2
1,1,1,20,1,2,2,2
1,1,1,20,1,3,1,8
1,1,1,20,1,4,1,7
1,1,1,20,1,5,1,6
1,1,1,20,2,3,1,1
1,1,1,20,2,4,2,7
1,1,1,20,2,5,2,1
1,1,1,20,2,8,2,6
1,1,1,21,1,1,1,3
1,1,1,21,1,2,1,4
1,1,1,21,1,5,1,7
1,1,1,21,1,6,2,1
1,1,1,21,1,8,2,8
1,1,1,21,2,3,2,2
1,1,1,21,2,6,2,5
1,1,1,21,2,7,2,4
1,1,1,22,1,1,1,4
1,1,1,22,1,5,1,8
1,1,1,22,1,6,1,2
1,1,1,22,1,7,1,3
1,1,1,22,2,2,2,7
1,1,1,22,2,4,2,1
1,1,1,22,2,5,2,3
1,1,1,22,2,6,2,8
2,0,1,1,1,3,2,2
2,0,1,1,1,4,2,8
2,0,1,2,1,1,2,5
2,0,1,2,1,2,2,3
2,0,1,2,1,5,2,1
2,0,1,2,1,6,2,7
2,0,1,2,1,7,2,6
2,0,1,2,1,8,2,4
2,0,1,3,2,1,1,7
2,0,1,3,2,2,1,8
2,0,1,3,2,3,1,6
2,0,1,3,2,4,1,5
2,0,1,3,2,5,1,4
2,0,1,3,2,6,1,3
2,0,1,3,2,7,1,1
2,0,1,3,2,8,1,2
2,0,1,4,1,1,2,2
2,0,1,4,1,2,2,1
2,0,1,4,1,3,2,4
2,0,1,4,1,4,2,3
2,0,1,4,1,5,2,6
2,0,1,4,1,6,2,5
2,0,1,4,1,7,2,8
2,0,1,4,1,8,2,7
2,1,1,5,1,1,1,8
2,1,1,5,1,2,1,6
2,1,1,5,1,5,1,7
2,1,1,5,2,2,2,7
2,1,1,5,2,3,1,3
2,1,1,5,2,4,1,4
2,1,1,5,2,5,2,1
2,1,1,5,2,6,2,8
2,1,1,6,1,4,1,1
2,1,1,6,1,6,1,5
2,1,1,6,1,7,1,3
2,1,1,6,2,1,2,6
2,1,1,6,2,2,2,8
2,1,1,6,2,3,1,8
2,1,1,6,2,5,1,2
2,1,1,6,2,7,2,4
2,1,1,7,1,2,1,7
2,1,1,7,1,4,2,2
2,1,1,7,1,6,1,3
2,1,1,7,1,8,1,5
2,1,1,7,2,5,2,3
2,1,1,7,2,6,1,1
2,1,1,7,2,7,2,1
2,1,1,7,2,8,2,4
2,1,1,8,1,3,1,6
2,1,1,8,1,4,1,8
2,1,1,8,1,5,2,7
2,1,1,8,1,7,1,1
2,1,1,8,2,2,1,2
2,1,1,8,2,4,2,3
2,1,1,8,2,6,2,5
2,1,1,8,2,8,2,1
2,1,1,9,1,1,1,4
2,1,1,9,1,2,1,3
2,1,1,9,1,6,1,8
2,1,1,9,2,1,2,2
2,1,1,9,2,3,2,8
2,1,1,9,2,4,2,6
2,1,1,9,2,5,1,5
2,1,1,9,2,7,1,7
2,1,1,10,1,1,1,7
2,1,1,10,1,2,1,5
2,1,1,10,1,6,2,8
2,1,1,10,1,8,1,3
2,1,1,10,2,1,2,5
2,1,1,10,2,3,2,6
2,1,1,10,2,4,2,2
2,1,1,10,2,7,1,4
2,1,1,11,1,2,2,4
2,1,1,11,1,3,1,4
2,1,1,11,1,5,1,1
2,1,1,11,1,7,2,5
2,1,1,11,2,1,1,6
2,1,1,11,2,7,2,3
2,1,1,11,2,8,1,8
2,1,1,12,1,1,2,3
2,1,1,12,1,3,2,1
2,1,1,12,1,4,1,5
2,1,1,12,1,8,1,2
2,1,1,12,2,4,1,7
2,1,1,12,2,5,2,8
2,1,1,12,2,6,2,2
2,1,1,13,1,2,1,1
2,1,1,13,1,4,1,6
2,1,1,13,1,8,2,6
2,1,1,13,2,2,1,5
2,1,1,13,2,3,2,7
2,1,1,13,2,4,2,5
2,1,1,13,2,8,1,3
2,1,1,14,1,5,1,3
2,1,1,14,1,6,1,7
2,1,1,14,1,8,1,4
2,1,1,14,2,1,2,3
2,1,1,14,2,2,2,4
2,1,1,14,2,7,2,6
2,1,1,14,2,8,2,5
2,1,1,15,1,1,1,6
2,1,1,15,1,3,1,2
2,1,1,15,1,7,1,8
2,1,1,15,2,2,2,5
2,1,1,15,2,4,2,7
2,1,1,15,2,6,2,1
2,1,1,16,1,4,1,7
2,1,1,16,1,5,1,2
2,1,1,16,1,8,1,6
2,1,1,16,2,1,1,1
2,1,1,16,2,5,2,2
2,1,1,16,2,6,2,7
2,1,1,16,2,8,2,3
2,1,1,17,1,1,1,3
2,1,1,17,1,4,1,2
2,1,1,17,1,7,1,5
2,1,1,17,2,1,2,8
2,1,1,17,2,3,2,4
2,1,1,17,2,6,1,6
2,1,1,17,2,7,2,2
2,1,1,18,1,1,1,5
2,1,1,18,1,2,1,8
2,1,1,18,1,3,1,7
2,1,1,18,1,6,1,4
2,1,1,18,2,1,2,7
2,1,1,18,2,2,2,6
2,1,1,18,2,3,2,5
2,1,1,18,2,4,2,8
2,1,1,19,1,3,1,8
2,1,1,19,1,5,1,4
2,1,1,19,1,6,1,1
2,1,1,19,1,7,1,2
2,1,1,19,2,2,2,1
2,1,1,19,2,5,2,4
2,1,1,19,2,6,2,3
2,1,1,19,2,8,2,7
2,1,1,20,1,2,1,4
2,1,1,20,1,3,1,5
2,1,1,20,1,7,1,6
2,1,1,20,1,8,1,1
2,1,1,20,2,3,2,1
2,1,1,20,2,6,2,4
2,1,1,20,2,7,2,5
2,1,1,20,2,8,2,2
2,1,1,21,1,1,1,2
2,1,1,21,1,4,1,3
2,1,1,21,1,5,1,6
2,1,1,21,1,8,1,7
2,1,1,21,2,3,2,2
2,1,1,21,2,4,2,1
2,1,1,21,2,5,2,6
2,1,1,21,2,7,2,8
2,1,1,22,1,3,1,1
2,1,1,22,1,5,1,8
2,1,1,22,1,6,1,2
2,1,1,22,1,7,1,4
2,1,1,22,2,1,2,4
2,1,1,22,2,2,2,3
2,1,1,22,2,5,2,7
2,1,1,22,2,8,2,6
3,0,1,1,2,3,1,7
3,0,1,1,2,4,1,1
3,0,1,2,2,1,1,4
3,0,1,2,2,2,1,6
3,0,1,2,2,5,1,8
3,0,1,2,2,6,1,2
3,0,1,2,2,7,1,3
3,0,1,2,2,8,1,5
3,0,1,3,1,1,2,8
3,0,1,3,1,2,2,7
3,0,1,3,1,3,2,5
3,0,1,3,1,4,2,6
3,0,1,3,1,5,2,3
3,0,1,3,1,6,2,4
3,0,1,3,1,7,2,2
3,0,1,3,1,8,2,1
3,0,1,4,2,1,1,5
3,0,1,4,2,2,1,3
3,0,1,4,2,3,1,2
3,0,1,4,2,4,1,8
3,0,1,4,2,5,1,1
3,0,1,4,2,6,1,7
3,0,1,4,2,7,1,6
3,0,1,4,2,8,1,4
3,1,1,5,1,1,1,4
3,1,1,5,1,2,1,6
3,1,1,5,1,5,2,5
3,1,1,5,1,7,2,7
3,1,1,5,2,1,1,3
3,1,1,5,2,3,2,2
3,1,1,5,2,4,2,8
3,1,1,5,2,6,1,8
3,1,1,6,1,3,1,2
3,1,1,6,1,4,1,5
3,1,1,6,1,7,1,6
3,1,1,6,1,8,1,1
3,1,1,6,2,2,2,5
3,1,1,6,2,3,2,7
3,1,1,6,2,6,2,1
3,1,1,6,2,8,2,4
3,1,1,7,1,1,1,2
3,1,1,7,1,3,1,7
3,1,1,7,1,4,2,7
3,1,1,7,1,5,1,6
3,1,1,7,1,8,2,3
3,1,1,7,2,1,2,2
3,1,1,7,2,5,2,4
3,1,1,7,2,8,2,6
3,1,1,8,1,2,2,5
3,1,1,8,1,4,1,3
3,1,1,8,1,5,1,1
3,1,1,8,1,6,1,8
3,1,1,8,1,7,2,4
3,1,1,8,2,1,2,3
3,1,1,8,2,2,2,6
3,1,1,8,2,7,2,8
3,1,1,9,1,1,1,5
3,1,1,9,1,2,1,4
3,1,1,9,1,3,2,8
3,1,1,9,1,6,2,6
3,1,1,9,1,7,1,8
3,1,1,9,2,3,2,5
3,1,1,9,2,4,2,2
3,1,1,9,2,7,2,1
3,1,1,10,1,3,1,1
3,1,1,10,1,5,2,2
3,1,1,10,1,6,1,4
3,1,1,10,1,8,1,7
3,1,1,10,2,4,1,2
3,1,1,10,2,5,2,1
3,1,1,10,2,6,2,7
3,1,1,11,1,1,2,1
3,1,1,11,1,2,1,5
3,1,1,11,1,7,1,3
3,1,1,11,1,8,1,4
3,1,1,11,2,2,2,4
3,1,1,11,2,6,2,3
3,1,1,11,2,7,2,5
3,1,1,11,2,8,1,6
3,1,1,12,1,2,1,8
3,1,1,12,1,3,1,5
3,1,1,12,1,4,1,1
3,1,1,12,2,1,2,8
3,1,1,12,2,3,2,4
3,1,1,12,2,5,2,6
3,1,1,12,2,7,2,2
3,1,1,13,1,3,1,8
3,1,1,13,1,5,1,4
3,1,1,13,1,6,1,1
3,1,1,13,2,2,2,3
3,1,1,13,2,4,2,1
3,1,1,13,2,5,1,7
3,1,1,13,2,6,2,8
3,1,1,14,1,1,1,7
3,1,1,14,1,2,2,2
3,1,1,14,1,3,1,6
3,1,1,14,1,8,1,5
3,1,1,14,2,1,2,5
3,1,1,14,2,7,2,4
3,1,1,14,2,8,2,3
3,1,1,15,1,4,1,8
3,1,1,15,1,6,1,2
3,1,1,15,1,7,1,5
3,1,1,15,2,1,2,6
3,1,1,15,2,2,2,8
3,1,1,15,2,3,1,1
3,1,1,15,2,5,2,7
3,1,1,16,1,4,1,2
3,1,1,16,1,5,1,3
3,1,1,16,1,6,1,7
3,1,1,16,2,3,2,6
3,1,1,16,2,4,2,7
3,1,1,16,2,5,2,8
3,1,1,17,1,1,1,6
3,1,1,17,1,2,1,7
3,1,1,17,1,4,2,4
3,1,1,17,1,8,1,3
3,1,1,17,2,6,2,2
3,1,1,17,2,7,2,3
3,1,1,17,2,8,2,1
3,1,1,18,1,1,1,8
3,1,1,18,1,3,1,4
3,1,1,18,1,6,1,5
3,1,1,18,1,7,1,2
3,1,1,18,2,1,2,7
3,1,1,18,2,4,2,3
3,1,1,18,2,6,2,5
3,1,1,18,2,8,2,2
3,1,1,19,1,2,1,3
3,1,1,19,1,4,1,6
3,1,1,19,1,5,1,8
3,1,1,19,1,7,1,1
3,1,1,19,2,3,2,1
3,1,1,19,2,4,2,6
3,1,1,19,2,5,2,2
3,1,1,19,2,8,2,7
3,1,1,20,1,1,2,6
3,1,1,20,1,5,1,2
3,1,1,20,1,6,1,3
3,1,1,20,1,7,1,4
3,1,1,20,1,8,2,8
3,1,1,20,2,1,2,4
3,1,1,20,2,2,2,7
3,1,1,20,2,5,2,3
3,1,1,21,1,1,1,3
3,1,1,21,1,5,1,7
3,1,1,21,1,6,2,1
3,1,1,21,1,8,1,2
3,1,1,21,2,2,1,4
3,1,1,21,2,3,2,8
3,1,1,21,2,4,2,5
3,1,1,21,2,7,2,6
3,1,1,22,1,2,1,1
3,1,1,22,1,3,2,3
3,1,1,22,1,4,1,7
3,1,1,22,1,8,1,6
3,1,1,22,2,2,2,1
3,1,1,22,2,6,2,4
3,1,1,22,2,7,1,5
3,1,1,22,2,8,2,5
