ROTATION,SEASON,STANDINGS,WEEK,HOMEDIV,HOMETEAM,VISDIV,VISTEAM
1,1,1,17,3,1,2,1
1,1,1,17,3,2,3,4
1,1,1,17,3,5,1,4
1,1,1,17,3,6,3,3
1,1,1,17,4,1,4,3
1,1,1,17,4,2,4,5
1,1,1,17,4,4,1,1
1,1,1,18,1,2,1,1
1,1,1,18,1,5,1,3
1,1,1,18,2,1,1,6
1,1,1,18,2,2,2,5
1,1,1,18,2,3,1,4
1,1,1,18,3,1,3,6
1,1,1,18,3,3,4,2
1,1,1,18,3,4,4,1
1,1,1,18,4,3,4,4
1,1,1,19,1,4,1,2
1,1,1,19,2,3,4,3
1,1,1,19,2,4,3,1
1,1,1,19,2,5,2,2
1,1,1,19,3,2,3,5
1,1,1,19,3,4,2,1
1,1,1,19,3,6,1,6
1,1,1,19,4,2,1,3
1,1,1,19,4,5,4,4
1,1,1,20,1,1,2,1
1,1,1,20,1,2,4,2
1,1,1,20,1,3,1,4
1,1,1,20,1,6,1,5
1,1,1,20,2,2,3,2
1,1,1,20,2,3,3,5
1,1,1,20,2,4,2,5
1,1,1,20,3,1,4,4
1,1,1,20,3,3,3,6
1,1,1,20,3,4,4,3
1,1,1,20,4,5,4,1
1,1,1,21,1,2,1,6
1,1,1,21,1,3,3,3
1,1,1,21,1,4,1,1
1,1,1,21,1,5,2,3
1,1,1,21,2,1,2,2
1,1,1,21,2,5,2,4
1,1,1,21,3,2,3,1
1,1,1,21,3,6,3,5
1,1,1,21,4,1,4,2
1,1,1,21,4,3,4,5
1,1,1,21,4,4,3,4
1,1,1,22,1,1,1,2
1,1,1,22,1,6,1,4
1,1,1,22,2,1,2,5
1,1,1,22,2,2,2,3
1,1,1,22,2,4,1,5
1,1,1,22,3,1,3,2
1,1,1,22,3,5,3,4
1,1,1,22,4,1,3,3
1,1,1,22,4,2,3,6
1,1,1,22,4,3,1,3
1,1,1,22,4,4,4,5
2,0,1,1,1,1,3,5
2,0,1,1,1,2,3,6
2,0,1,1,1,3,4,1
2,0,1,1,1,4,4,2
2,0,1,1,1,5,3,1
2,0,1,1,1,6,4,5
2,0,1,1,2,1,3,3
2,0,1,1,2,2,3,4
2,0,1,1,2,3,3,2
2,0,1,1,2,4,4,3
2,0,1,1,2,5,4,4
2,0,1,2,3,1,1,4
2,0,1,2,3,2,1,6
2,0,1,2,3,3,1,5
2,0,1,2,3,4,1,1
2,0,1,2,3,5,1,3
2,0,1,2,3,6,2,5
2,0,1,2,4,1,2,2
2,0,1,2,4,2,2,1
2,0,1,2,4,3,1,2
2,0,1,2,4,4,2,3
2,0,1,2,4,5,2,4
2,1,1,3,1,2,1,6
2,1,1,3,1,3,2,2
2,1,1,3,2,1,1,1
2,1,1,3,2,4,2,3
2,1,1,3,2,5,1,5
2,1,1,3,3,1,3,2
2,1,1,3,3,4,3,3
2,1,1,3,3,6,3,5
2,1,1,3,4,1,1,4
2,1,1,3,4,4,4,2
2,1,1,3,4,5,4,3
2,1,1,4,1,1,1,2
2,1,1,4,1,3,4,2
2,1,1,4,1,4,2,1
2,1,1,4,1,5,4,5
2,1,1,4,1,6,2,3
2,1,1,4,2,2,2,5
2,1,1,4,2,4,3,6
2,1,1,4,3,2,3,1
2,1,1,4,3,3,3,4
2,1,1,4,3,5,4,3
2,1,1,4,4,1,4,4
2,1,1,5,1,2,1,5
2,1,1,5,1,6,2,5
2,1,1,5,2,1,1,3
2,1,1,5,2,2,1,4
2,1,1,5,2,3,2,4
2,1,1,5,3,2,1,1
2,1,1,5,3,5,3,1
2,1,1,5,4,1,3,6
2,1,1,5,4,2,4,5
2,1,1,5,4,3,3,4
2,1,1,5,4,4,3,3
2,1,1,6,1,4,1,2
2,1,1,6,1,6,1,1
2,1,1,6,2,2,4,2
2,1,1,6,2,3,4,1
2,1,1,6,2,4,2,5
2,1,1,6,3,3,1,3
2,1,1,6,4,3,3,6
2,1,1,6,4,4,3,5
2,1,1,6,4,5,3,4
2,1,1,7,1,1,1,5
2,1,1,7,1,2,1,4
2,1,1,7,1,3,1,6
2,1,1,7,2,3,2,1
2,1,1,7,3,3,4,5
2,1,1,7,3,4,3,5
2,1,1,7,3,6,3,2
2,1,1,7,4,2,3,1
2,1,1,8,1,1,1,4
2,1,1,8,1,3,2,4
2,1,1,8,1,5,1,2
2,1,1,8,2,5,2,2
2,1,1,8,3,1,3,3
2,1,1,8,3,5,3,2
2,1,1,8,3,6,4,2
2,1,1,8,4,1,2,1
2,1,1,8,4,3,2,3
2,1,1,8,4,5,4,4
2,1,1,9,3,1,1,2
2,1,1,9,1,3,1,1
2,1,1,9,1,4,1,5
2,1,1,9,2,1,3,4
2,1,1,9,2,2,1,6
2,1,1,9,2,4,4,4
2,1,1,9,3,2,3,3
2,1,1,9,3,5,3,6
2,1,1,9,4,2,2,5
2,1,1,9,4,5,4,1
2,1,1,10,1,4,2,3
2,1,1,10,1,5,1,6
2,1,1,10,2,1,2,2
2,1,1,10,2,5,2,4
2,1,1,10,3,1,3,4
2,1,1,10,3,2,4,2
2,1,1,10,3,5,4,1
2,1,1,10,4,4,4,3
2,1,1,10,1,2,4,5
2,1,1,11,1,1,2,2
2,1,1,11,1,2,2,1
2,1,1,11,1,4,2,5
2,1,1,11,1,6,1,5
2,1,1,11,2,3,1,3
2,1,1,11,4,5,3,1
2,1,1,11,3,2,3,5
2,1,1,11,3,3,4,1
2,1,1,11,3,4,2,4
2,1,1,11,3,6,4,4
2,1,1,11,4,2,4,3
2,1,1,12,1,1,1,6
2,1,1,12,1,5,1,4
2,1,1,12,2,1,2,3
2,1,1,12,2,2,3,3
2,1,1,12,2,4,1,2
2,1,1,12,2,5,1,3
2,1,1,12,3,4,3,1
2,1,1,12,3,6,4,5
2,1,1,12,4,1,3,2
2,1,1,12,4,3,4,4
2,1,1,13,1,3,1,4
2,1,1,13,1,5,2,4
2,1,1,13,2,2,1,2
2,1,1,13,2,3,1,1
2,1,1,13,2,5,3,5
2,1,1,13,3,1,3,6
2,1,1,13,3,4,3,2
2,1,1,13,4,3,2,1
2,1,1,13,4,4,4,1
2,1,1,13,4,5,4,2
2,1,1,14,1,3,4,3
2,1,1,14,1,5,1,1
2,1,1,14,1,6,1,2
2,1,1,14,2,3,2,5
2,1,1,14,2,4,2,2
2,1,1,14,3,2,3,6
2,1,1,14,3,5,3,3
2,1,1,14,4,1,3,4
2,1,1,14,4,2,4,4
2,1,1,15,1,1,4,1
2,1,1,15,1,4,1,6
2,1,1,15,2,1,2,4
2,1,1,15,2,2,2,3
2,1,1,15,2,5,3,2
2,1,1,15,3,3,4,3
2,1,1,15,3,4,1,5
2,1,1,15,3,6,3,1
2,1,1,15,4,2,3,5
2,1,1,15,4,4,4,5
2,1,1,16,1,2,2,3
2,1,1,16,1,4,1,3
2,1,1,16,1,6,3,6
2,1,1,16,2,5,2,1
2,1,1,16,3,1,2,4
2,1,1,16,3,4,4,4
2,1,1,16,4,1,4,3
2,1,1,16,4,2,3,3
2,1,1,16,4,5,3,2
2,1,1,17,1,2,1,1
2,1,1,17,1,5,1,3
2,1,1,17,2,3,2,2
2,1,1,17,2,4,2,1
2,1,1,17,3,3,3,5
2,1,1,17,3,6,1,6
2,1,1,17,4,3,4,2
2,1,1,17,4,4,3,1
2,1,1,17,4,5,2,5
2,1,1,18,1,3,1,5
2,1,1,18,1,4,1,1
2,1,1,18,2,2,2,1
2,1,1,18,3,1,4,1
2,1,1,18,3,3,3,2
2,1,1,18,3,5,3,4
2,1,1,18,4,2,1,2
2,1,1,18,4,3,4,5
2,1,1,18,4,4,1,6
2,1,1,19,1,1,1,3
2,1,1,19,1,2,2,5
2,1,1,19,1,5,4,3
2,1,1,19,1,6,1,4
2,1,1,19,2,1,3,1
2,1,1,19,2,2,2,4
2,1,1,19,3,2,3,4
2,1,1,19,3,3,3,6
2,1,1,19,3,5,2,3
2,1,1,19,4,1,4,5
2,1,1,20,1,1,2,4
2,1,1,20,1,6,1,3
2,1,1,20,2,1,2,5
2,1,1,20,2,3,1,5
2,1,1,20,3,1,3,5
2,1,1,20,3,2,2,2
2,1,1,20,3,4,4,2
2,1,1,20,3,6,3,3
2,1,1,20,4,3,4,1
2,1,1,20,4,4,1,4
2,1,1,21,1,1,4,4
2,1,1,21,1,3,1,2
2,1,1,21,1,5,2,2
2,1,1,21,1,6,2,1
2,1,1,21,2,4,1,4
2,1,1,21,2,5,2,3
2,1,1,21,3,3,3,1
2,1,1,21,3,4,3,6
2,1,1,21,3,5,4,5
2,1,1,21,4,1,4,2
2,1,1,21,4,3,3,2
2,1,1,22,1,2,1,3
2,1,1,22,1,4,3,5
2,1,1,22,2,1,1,5
2,1,1,22,2,3,3,3
2,1,1,22,2,4,1,6
2,1,1,22,2,5,1,1
2,1,1,22,3,1,4,3
2,1,1,22,3,2,4,4
2,1,1,22,3,6,3,4
2,1,1,22,4,2,4,1
2,1,1,22,4,5,2,2
3,0,1,1,3,1,1,4
3,0,1,1,3,2,1,6
3,0,1,1,3,3,1,5
3,0,1,1,3,4,1,2
3,0,1,1,3,5,1,3
3,0,1,1,3,6,2,5
3,0,1,1,4,1,2,2
3,0,1,1,4,2,2,1
3,0,1,1,4,3,1,1
3,0,1,1,4,4,2,3
3,0,1,1,4,5,2,4
3,0,1,2,1,1,3,5
3,0,1,2,1,2,3,6
3,0,1,2,1,3,4,1
3,0,1,2,1,4,4,2
3,0,1,2,1,5,3,2
3,0,1,2,1,6,4,5
3,0,1,2,2,1,3,3
3,0,1,2,2,2,3,4
3,0,1,2,2,3,3,1
3,0,1,2,2,4,4,3
3,0,1,2,2,5,4,4
3,1,1,3,1,2,2,2
3,1,1,3,1,3,1,1
3,1,1,3,1,5,1,4
3,1,1,3,2,3,1,6
3,1,1,3,2,5,2,4
3,1,1,3,3,4,2,1
3,1,1,3,3,6,3,5
3,1,1,3,4,1,3,1
3,1,1,3,4,2,3,2
3,1,1,3,4,3,3,3
3,1,1,3,4,5,4,4
3,1,1,4,1,1,1,5
3,1,1,4,1,4,1,2
3,1,1,4,1,6,3,6
3,1,1,4,2,1,2,5
3,1,1,4,2,2,4,5
3,1,1,4,2,3,4,3
3,1,1,4,3,1,3,2
3,1,1,4,3,4,3,5
3,1,1,4,4,1,3,3
3,1,1,4,4,4,2,4
3,1,1,5,1,1,1,4
3,1,1,5,1,3,1,2
3,1,1,5,1,5,3,4
3,1,1,5,2,1,2,3
3,1,1,5,2,4,3,1
3,1,1,5,2,5,2,2
3,1,1,5,3,2,3,5
3,1,1,5,3,3,4,2
3,1,1,5,3,6,1,6
3,1,1,5,4,3,4,4
3,1,1,5,4,5,4,1
3,1,1,6,1,6,4,4
3,1,1,6,2,4,1,5
3,1,1,6,2,5,2,3
3,1,1,6,3,1,3,3
3,1,1,6,3,4,4,3
3,1,1,6,3,5,1,4
3,1,1,6,3,6,3,2
3,1,1,6,4,1,4,5
3,1,1,6,4,2,1,3
3,1,1,7,1,1,3,2
3,1,1,7,1,2,1,5
3,1,1,7,1,6,1,3
3,1,1,7,2,1,2,4
3,1,1,7,2,3,2,2
3,1,1,7,3,1,3,5
3,1,1,7,3,4,4,1
3,1,1,7,3,6,3,3
3,1,1,7,4,3,4,2
3,1,1,7,4,4,4,5
3,1,1,8,1,3,2,5
3,1,1,8,1,4,1,1
3,1,1,8,1,5,1,6
3,1,1,8,2,2,2,1
3,1,1,8,2,4,3,4
3,1,1,8,1,2,3,1
3,1,1,8,3,2,4,3
3,1,1,8,3,3,4,4
3,1,1,8,3,5,3,6
3,1,1,8,4,1,2,3
3,1,1,8,4,5,4,2
3,1,1,9,4,5,1,2
3,1,1,9,1,5,2,1
3,1,1,9,1,6,1,4
3,1,1,9,2,2,1,3
3,1,1,9,2,4,1,1
3,1,1,9,2,5,4,2
3,1,1,9,3,2,3,6
3,1,1,9,3,5,3,1
3,1,1,9,4,4,4,1
3,1,1,10,1,1,2,5
3,1,1,10,1,4,1,5
3,1,1,10,1,6,2,2
3,1,1,10,2,1,1,2
3,1,1,10,2,3,3,5
3,1,1,10,3,3,3,2
3,1,1,10,3,4,3,1
3,1,1,10,3,6,2,4
3,1,1,10,4,1,4,3
3,1,1,10,4,2,4,5
3,1,1,11,1,2,1,6
3,1,1,11,1,4,1,3
3,1,1,11,1,5,2,5
3,1,1,11,2,2,2,3
3,1,1,11,3,1,4,2
3,1,1,11,3,2,4,1
3,1,1,11,3,3,3,4
3,1,1,11,4,4,4,3
3,1,1,12,1,1,1,3
3,1,1,12,1,2,4,2
3,1,1,12,1,4,2,2
3,1,1,12,1,6,2,4
3,1,1,12,3,1,2,1
3,1,1,12,3,2,3,4
3,1,1,12,3,5,4,4
3,1,1,12,4,3,1,5
3,1,1,12,4,5,3,6
3,1,1,13,1,1,1,6
3,1,1,13,1,3,1,4
3,1,1,13,1,5,1,2
3,1,1,13,2,3,2,1
3,1,1,13,2,4,2,2
3,1,1,13,3,2,3,1
3,1,1,13,3,4,3,3
3,1,1,13,3,5,2,5
3,1,1,13,4,2,4,1
3,1,1,13,4,3,4,5
3,1,1,13,4,4,3,6
3,1,1,14,1,2,1,1
3,1,1,14,1,3,2,3
3,1,1,14,1,4,2,4
3,1,1,14,2,1,4,3
3,1,1,14,2,2,3,2
3,1,1,14,2,5,1,6
3,1,1,14,3,3,3,1
3,1,1,14,3,5,4,2
3,1,1,14,3,6,3,4
3,1,1,15,1,1,2,1
3,1,1,15,1,4,4,4
3,1,1,15,1,5,1,3
3,1,1,15,1,6,1,2
3,1,1,15,2,4,2,3
3,1,1,15,2,5,4,5
3,1,1,15,3,3,2,2
3,1,1,15,4,1,3,5
3,1,1,15,4,2,3,6
3,1,1,16,1,2,1,3
3,1,1,16,1,5,1,1
3,1,1,16,2,1,2,2
3,1,1,16,2,3,2,5
3,1,1,16,3,1,3,4
3,1,1,16,3,5,3,2
3,1,1,16,4,2,4,4
3,1,1,16,4,3,4,1
3,1,1,16,4,5,3,3
3,1,1,17,1,1,2,3
3,1,1,17,1,2,2,4
3,1,1,17,1,3,1,6
3,1,1,17,2,1,1,4
3,1,1,17,2,2,1,5
3,1,1,17,3,2,2,5
3,1,1,17,3,3,3,5
3,1,1,17,3,6,4,3
3,1,1,17,4,1,4,4
3,1,1,17,4,2,3,4
3,1,1,17,3,1,4,5
3,1,1,18,1,3,2,1
3,1,1,18,1,6,1,5
3,1,1,18,2,2,2,4
3,1,1,18,2,3,1,2
3,1,1,18,2,5,1,4
3,1,1,18,3,3,3,6
3,1,1,18,3,4,3,2
3,1,1,18,4,1,1,1
3,1,1,18,4,4,4,2
3,1,1,18,4,5,4,3
3,1,1,19,1,3,3,3
3,1,1,19,1,4,4,1
3,1,1,19,1,5,2,3
3,1,1,19,2,1,1,6
3,1,1,19,2,4,2,5
3,1,1,19,3,4,4,5
3,1,1,19,3,6,3,1
3,1,1,19,4,3,3,5
3,1,1,19,4,4,1,1
3,1,1,20,2,1,4,1
3,1,1,20,2,2,1,1
3,1,1,20,2,3,1,4
3,1,1,20,2,4,1,3
3,1,1,20,2,5,1,2
3,1,1,20,3,1,3,6
3,1,1,20,3,2,4,5
3,1,1,20,3,5,3,3
3,1,1,20,4,2,4,3
3,1,1,20,4,4,3,4
3,1,1,21,1,1,1,2
3,1,1,21,1,4,1,6
3,1,1,21,2,3,2,4
3,1,1,21,2,5,2,1
3,1,1,21,3,1,4,4
3,1,1,21,3,2,3,3
3,1,1,21,3,5,3,4
3,1,1,21,3,6,4,1
3,1,1,21,4,2,2,2
3,1,1,21,4,3,1,3
3,1,1,21,4,5,1,5
3,1,1,22,1,2,1,4
3,1,1,22,1,3,1,5
3,1,1,22,1,6,1,1
3,1,1,22,2,2,2,5
3,1,1,22,2,4,2,1
3,1,1,22,3,3,2,3
3,1,1,22,3,4,3,6
3,1,1,22,4,1,4,2
3,1,1,22,4,3,3,1
3,1,1,22,4,4,3,2
3,1,1,22,4,5,3,5
