ROTATION,SEASON,STANDINGS,WEEK,HOMEDIV,HOMETEAM,VISDIV,VISTEAM
2,1,0,7,2,4,1,5
2,1,0,8,1,1,2,1
2,1,0,8,2,2,2,3
2,1,0,9,1,3,2,1
2,1,0,9,1,4,1,2
2,1,0,9,1,5,1,1
2,1,0,9,2,3,2,4
2,1,0,10,1,1,1,3
2,1,0,10,2,1,1,2
2,1,0,10,2,2,1,5
2,1,0,10,2,4,1,4
2,1,0,11,1,2,2,4
2,1,0,11,1,4,1,1
2,1,0,11,1,5,2,3
2,1,0,11,2,1,1,3
2,1,0,12,1,1,1,4
2,1,0,12,1,3,2,3
2,1,0,12,1,5,2,1
2,1,0,12,2,4,2,2
2,1,0,13,1,2,1,1
2,1,0,13,1,3,1,5
2,1,0,13,2,2,2,4
2,1,0,13,2,3,2,1
2,1,0,14,1,1,2,3
2,1,0,14,1,4,1,3
2,1,0,14,1,5,2,2
2,1,0,14,2,4,1,2
2,1,0,15,1,3,1,2
2,1,0,15,1,5,1,4
2,1,0,15,2,3,2,2
2,1,0,15,2,4,2,1
2,1,0,16,1,2,1,3
2,1,0,16,1,4,1,5
2,1,0,16,2,1,2,3
2,1,0,16,2,2,1,1
2,1,0,17,1,1,1,2
2,1,0,17,1,3,2,4
2,1,0,17,1,4,2,1
2,1,0,17,2,3,2,2
2,1,0,18,1,2,1,4
2,1,0,18,2,1,1,1
2,1,0,18,2,2,2,4
2,1,0,18,2,3,1,5
2,1,0,19,1,4,2,3
2,1,0,19,1,5,1,3
2,1,0,19,2,2,1,2
2,1,0,19,2,4,2,1
2,1,0,20,1,3,2,2
2,1,0,20,1,4,2,4
2,1,0,20,2,1,1,5
2,1,0,20,2,3,1,1
2,1,0,21,1,1,1,5
2,1,0,21,1,2,2,1
2,1,0,21,2,3,1,4
2,1,0,21,2,4,1,3
2,1,0,22,1,3,1,1
2,1,0,22,1,4,1,2
2,1,0,22,1,5,2,4
2,1,0,22,2,1,2,2
2,1,0,23,1,1,1,5
2,1,0,23,1,2,1,3
2,1,0,23,2,1,2,3
2,1,0,23,2,2,1,4
2,1,0,24,1,3,1,4
2,1,0,24,1,5,1,2
2,1,0,24,2,2,2,1
2,1,0,24,2,4,1,1
3,0,0,1,1,4,1,3
3,0,0,2,1,1,1,2
3,0,0,2,1,3,1,5
3,0,0,2,2,2,2,3
3,0,0,2,2,4,2,1
3,0,0,3,1,2,1,4
3,0,0,3,1,5,1,1
3,0,0,3,2,1,2,2
3,0,0,3,2,3,2,4
3,1,0,4,1,3,1,5
3,1,0,4,2,1,1,2
3,1,0,4,2,2,1,1
3,1,0,4,2,4,1,4
3,1,0,5,1,2,2,4
3,1,0,5,1,4,2,3
3,1,0,5,1,5,2,2
3,1,0,5,2,1,1,3
3,1,0,6,1,1,1,3
3,1,0,6,1,5,2,1
3,1,0,6,2,2,1,4
3,1,0,6,2,3,1,2
3,1,0,7,1,1,1,5
3,1,0,7,1,3,2,4
3,1,0,7,2,1,1,4
3,1,0,7,2,3,2,2
3,1,0,8,1,2,2,3
3,1,0,8,1,5,1,1
3,1,0,8,2,4,1,3
3,1,0,9,1,1,2,3
3,1,0,9,1,4,2,1
3,1,0,9,1,5,2,4
3,1,0,9,2,2,1,2
3,1,0,10,1,2,1,4
3,1,0,10,1,3,2,2
3,1,0,10,2,3,2,1
3,1,0,10,2,4,1,5
3,1,0,11,1,1,1,2
3,1,0,11,1,4,1,3
3,1,0,11,2,1,2,2
3,1,0,11,2,3,2,4
3,1,0,12,1,3,1,1
3,1,0,12,2,1,1,5
3,1,0,12,2,2,2,3
3,1,0,13,1,1,2,4
3,1,0,13,1,2,1,4
3,1,0,13,2,2,1,3
3,1,0,13,2,3,1,5
3,1,0,14,1,3,2,1
3,1,0,14,1,4,1,1
3,1,0,14,1,5,1,2
3,1,0,14,2,4,2,2
3,1,0,15,1,3,1,2
3,1,0,15,1,5,1,4
3,1,0,15,2,2,2,3
3,1,0,15,2,4,2,1
3,1,0,16,1,2,1,3
3,1,0,16,1,4,1,5
3,1,0,16,2,1,2,4
3,1,0,16,2,3,1,1
3,1,0,17,1,1,2,2
3,1,0,17,1,2,2,1
3,1,0,17,2,3,1,4
3,1,0,18,1,3,2,3
3,1,0,18,1,4,2,4
3,1,0,18,2,1,1,1
3,1,0,18,2,2,1,5
3,1,0,19,1,1,2,1
3,1,0,19,1,4,2,2
3,1,0,19,1,5,1,3
3,1,0,19,2,4,1,2
3,1,0,20,1,2,2,2
3,1,0,20,1,3,1,4
3,1,0,20,1,5,2,3
3,1,0,20,2,4,1,1
3,1,0,21,1,1,1,2
3,1,0,21,1,4,1,5
3,1,0,21,2,1,2,4
3,1,0,21,2,3,1,3
3,1,0,22,1,3,1,1
3,1,0,22,1,4,1,2
3,1,0,22,2,1,2,3
3,1,0,22,2,2,2,4
3,1,0,23,1,1,1,4
3,1,0,23,1,2,1,5
3,1,0,23,2,3,2,1
3,1,0,23,2,4,2,2
3,1,0,24,1,2,1,1
3,1,0,24,1,5,1,3
3,1,0,24,2,2,2,1
3,1,0,24,2,4,2,3
4,0,0,1,1,1,1,3
4,0,0,2,1,3,1,5
4,0,0,2,1,4,1,2
4,0,0,2,2,1,2,3
4,0,0,2,2,2,2,4
4,0,0,3,1,2,1,1
4,0,0,3,1,5,1,4
4,0,0,3,2,3,2,2
4,0,0,3,2,4,2,1
4,1,0,4,1,4,2,1
4,1,0,4,1,5,1,1
4,1,0,4,2,2,1,3
4,1,0,4,2,3,1,2
4,1,0,5,1,1,1,3
4,1,0,5,1,4,2,3
4,1,0,5,2,1,2,4
4,1,0,6,1,1,1,2
4,1,0,6,1,3,1,5
4,1,0,6,2,2,2,1
4,1,0,6,2,4,1,4
4,1,0,7,1,1,2,4
4,1,0,7,1,2,1,4
4,1,0,7,1,5,2,3
4,1,0,7,2,1,2,2
4,1,0,8,1,2,2,1
4,1,0,8,1,3,1,1
4,1,0,8,2,2,2,3
4,1,0,8,2,4,1,5
4,1,0,9,1,1,1,4
4,1,0,9,1,3,2,2
4,1,0,9,2,3,1,5
4,1,0,9,2,4,1,2
4,1,0,10,1,2,2,3
4,1,0,10,1,4,1,1
4,1,0,10,1,5,2,1
4,1,0,10,2,4,1,3
4,1,0,11,1,3,1,2
4,1,0,11,1,5,2,4
4,1,0,11,2,1,1,4
4,1,0,11,2,3,2,2
4,1,0,12,1,1,2,1
4,1,0,12,1,2,1,5
4,1,0,12,1,4,2,2
4,1,0,12,2,3,1,3
4,1,0,13,1,1,1,5
4,1,0,13,1,3,2,4
4,1,0,13,2,1,2,3
4,1,0,13,2,2,1,2
4,1,0,14,1,5,1,3
4,1,0,14,2,1,1,1
4,1,0,14,2,2,2,4
4,1,0,14,2,3,1,4
4,1,0,15,1,3,1,2
4,1,0,15,1,5,1,4
4,1,0,15,2,4,2,1
4,1,0,16,1,1,2,2
4,1,0,16,1,2,1,3
4,1,0,16,1,4,1,5
4,1,0,16,2,4,2,3
4,1,0,17,2,1,1,2
4,1,0,17,2,2,1,4
4,1,0,17,2,3,1,1
4,1,0,18,1,1,2,3
4,1,0,18,1,2,2,4
4,1,0,18,1,5,2,2
4,1,0,18,2,1,1,3
4,1,0,19,1,3,2,3
4,1,0,19,1,4,2,4
4,1,0,19,2,1,1,5
4,1,0,19,2,2,1,1
4,1,0,20,1,2,2,2
4,1,0,20,1,3,2,1
4,1,0,20,1,5,1,4
4,1,0,20,2,4,1,1
4,1,0,21,1,1,1,3
4,1,0,21,1,4,1,2
4,1,0,21,2,2,1,5
4,1,0,21,2,3,2,4
4,1,0,22,1,4,1,1
4,1,0,22,1,5,1,2
4,1,0,22,2,3,2,1
4,1,0,22,2,4,2,2
4,1,0,23,1,2,1,5
4,1,0,23,1,4,1,3
4,1,0,23,2,1,2,2
4,1,0,23,2,3,2,4
4,1,0,24,1,2,1,1
4,1,0,24,1,3,1,4
4,1,0,24,2,2,2,3
4,1,0,24,2,4,2,1
